BALANCE_TYPE_NAME,BT_ID,SOURCE_CNT,SOURCE_VAL,DISCARDED_CNT,DISCARDED_VAL,BT-CONDITION,CONDITIONAL_SOURCE_CNT,CONDITIONAL_SOURCE_VAL,CONDITIONAL_DISCARDED_CNT,CONDITIONAL_DISCARDED_VAL,TRACK_EXTRA,DISCARDED_REMARK,BT_UNIT_TYPE,SOURCE_NEGATIVE_BALANCE,DISCARDED_NEGATIVE_BALANCE
RecurrentService,2014,7023,84715,335,3138,2014:=:1:::;,54,54,8,8,,Balance_Type match condition failed-330;Balance_Type expired-5;,Units,0,0
OneOffService,2015,14,208,3,43,2015:=:10:::;,0,0,0,0,,Balance_Type match condition failed-3;,Units,0,0
OneOffService,2015,14,208,3,43,2015:=:9:::;,1,9,0,0,,Balance_Type match condition failed-3;,Units,0,0
OneOffService,2015,14,208,3,43,2015:=:21:::;,0,0,0,0,,Balance_Type match condition failed-3;,Units,0,0
OneOffService,2015,14,208,3,43,2015:=:18:::;,1,18,1,18,,Balance_Type match condition failed-3;,Units,0,0
OneOffService,2015,14,208,3,43,2015:=:8:::;,2,16,1,8,,Balance_Type match condition failed-3;,Units,0,0
OneOffService,2015,14,208,3,43,2015:=:16:::;,5,80,0,0,,Balance_Type match condition failed-3;,Units,0,0
OneOffService,2015,14,208,3,43,2015:=:27:::;,1,27,0,0,,Balance_Type match condition failed-3;,Units,0,0
OneOffService,2015,14,208,3,43,2015:=:19:::;,0,0,0,0,,Balance_Type match condition failed-3;,Units,0,0
OneOffService,2015,14,208,3,43,2015:=:25:::;,0,0,0,0,,Balance_Type match condition failed-3;,Units,0,0
OneOffService,2015,14,208,3,43,2015:=:20:::;,0,0,0,0,,Balance_Type match condition failed-3;,Units,0,0
OneOffService,2015,14,208,3,43,2015:=:17:::;,3,51,1,17,,Balance_Type match condition failed-3;,Units,0,0
OneOffService,2015,14,208,3,43,2015:=:7:::;,1,7,0,0,,Balance_Type match condition failed-3;,Units,0,0
OneOffService,2015,14,208,3,43,2015:=:29:::;,0,0,0,0,,Balance_Type match condition failed-3;,Units,0,0
OneOffPurchCap,2016,67,67,1,1,2016:>=:1:::;,67,67,1,1,,Balance_Type expired-1;,Units,0,0
_pc_BCP50FLVRNew_PC,2058,516,2101,199,199,2058:or:3#4#5#6:::;,317,1902,0,0,,Periodic Charge is not active-199;,State,0,0
_pc_BCP50FLVRNew_PC,2058,516,2101,199,199,2058:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-199;,State,0,0
SerMovementCount,2017,14,14,0,0,2017:>=:1:::;,14,14,0,0,,,Units,0,0
_pc_BCP100FLVRNew_PC,2059,16,81,3,3,2059:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-3;,State,0,0
_pc_BCP100FLVRNew_PC,2059,16,81,3,3,2059:or:3#4#5#6:::;,13,78,0,0,,Periodic Charge is not active-3;,State,0,0
NetServiceZChat,2018,5695,320715,5695,320715,2018:::::;,5695,320715,5695,320715,,Balance_Type Ignored-5695;,Units,0,0
NetServiceZSocial,2019,1330,282096,1330,282096,2019:::::;,1330,282096,1330,282096,,Balance_Type Ignored-1330;,Units,0,0
NewCustodyDays,3320,2581136,1539589,67,20,3320:>=:0:::;,2581136,1539589,67,20,,Lifecycle lookup mismatch-40;Subscriber relation missing-27;,Units,0,0
_pc_NewWalletRGECheck_PC,3361,2580953,14299633,2580953,14299633,3361:::::;,2580953,14299633,2580953,14299633,,Balance_Type Ignored-2580916;Lifecycle lookup mismatch-10;Subscriber relation missing-27;,State,0,0
BronzeDBundle,3321,123811,28722048736,100086,6089559776,3321:>=:-99999999:::;,123811,26741757792,100086,4109268832,;5007-828;,Balance_Type match condition failed-23842;Balance_Type expired-76244;,Data,0,0
_pc_NewForfeitReminder_PC,3362,386107,1237242,386107,1237242,3362:::::;,386107,1237242,386107,1237242,,Balance_Type Ignored-386104;Lifecycle lookup mismatch-2;Subscriber relation missing-1;,State,0,0
BronzeMonthlyActive,3322,896983,630453,896983,630453,3322:or:2#3:::;,188,416,188,416,,NetworkBundle specific BT ignored-188;Lifecycle lookup mismatch-2;Balance_Type match condition failed-896792;Subscriber relation missing-1;,Units,0,0
BronzeMonthlyActive,3322,896983,630453,896983,630453,3322:=:1:::;,630037,630037,630037,630037,,NetworkBundle specific BT ignored-188;Lifecycle lookup mismatch-2;Balance_Type match condition failed-896792;Subscriber relation missing-1;,Units,0,0
_pc_NewCustody_PC,3363,246838,395747,246838,395747,3363:::::;,246838,395747,246838,395747,,Balance_Type Ignored-246835;Lifecycle lookup mismatch-2;Subscriber relation missing-1;,State,0,0
BronzeMBundle,3323,631507,7896054782656,68303,209492043488,3323:>=:-99999999:::;,631507,7895531108576,68303,208968369408,;5008-1980;,Lifecycle lookup mismatch-2;Balance_Type match condition failed-26828;Balance_Type expired-41473;,Data,0,0
NewDailyBundle,3090,48324,0,48324,0,3090:::::;,48324,-70302816,48324,-70302816,,Balance_Type Ignored-48324;,Data,0,0
_pc_NewQuarantine_PC,3364,206,1236,206,1236,3364:::::;,0,0,0,0,,Balance_Type lookup failed-206;,State,0,0
BronzeCount,3324,39916,44177,10065,10489,3324:>=:1:::;,39916,44177,10065,10489,,Balance_Type expired-10065;,Units,0,0
NewDailyPCCounter,3091,1146456,631538,1146456,631538,3091:::::;,1146456,631538,1146456,631538,,Balance_Type Ignored-1146453;Lifecycle lookup mismatch-2;Subscriber relation missing-1;,Units,0,0
_pc_BronzeMonthly_PC,3366,884448,3690763,323223,323413,3366:or:3#4#5#6:::;,561263,3367578,38,228,,Periodic Charge is not active-323184;Lifecycle lookup mismatch-2;Balance_Type match condition failed-1;Balance_Type expired-35;Subscriber relation missing-1;,State,0,0
MercuryState,3011,45000,60748,45000,60748,3011:=:1:::;,24050,24050,24050,24050,;92-712;,Service class Ignored-6;NetworkBundle specific BT ignored-4563;Balance_Type match condition failed-40339;Balance_Type expired-92;,Units,0,0
MercuryState,3011,45000,60748,45000,60748,3011:=:5:::;,729,3645,729,3645,;92-712;,Service class Ignored-6;NetworkBundle specific BT ignored-4563;Balance_Type match condition failed-40339;Balance_Type expired-92;,Units,0,0
MercuryState,3011,45000,60748,45000,60748,3011:or:2#3#6#7#8#9#10#11:::;,4603,29889,4603,29889,;92-712;,Service class Ignored-6;NetworkBundle specific BT ignored-4563;Balance_Type match condition failed-40339;Balance_Type expired-92;,Units,0,0
MercuryState,3011,45000,60748,45000,60748,3011:=:4:::;,791,3164,791,3164,;92-712;,Service class Ignored-6;NetworkBundle specific BT ignored-4563;Balance_Type match condition failed-40339;Balance_Type expired-92;,Units,0,0
_pc_PC_PAYG_ALO_ActNotif,3052,37060,289631,2315,81161,3052:or:3#4#5#6:=:255:;,4347,26082,25,150,,Periodic Charge is not active-1996;Lifecycle lookup mismatch-2;Balance_Type expired-300;Subscriber relation missing-17;,State,0,0
_pc_PC_PAYG_ALO_ActNotif,3052,37060,289631,2315,81161,3052:or:3#4#5#6:=:214:;,30621,183726,198,1188,,Periodic Charge is not active-1996;Lifecycle lookup mismatch-2;Balance_Type expired-300;Subscriber relation missing-17;,State,0,0
_pc_BronzeMonPromo_PC,3326,1695847,1729095,1689193,1689173,3326:or:3#4#5#6:::;,6657,39933,3,11,,Periodic Charge is not active-1689182;Lifecycle lookup mismatch-2;Balance_Type match condition failed-4;Balance_Type expired-2;Subscriber relation missing-3;,State,0,0
_pc_BronzeMonthlyGrace_PC,3367,689486,1017081,623991,624114,3367:or:3#4#5#6#7#8#9:::;,65520,393117,25,150,;91-65495;,Periodic Charge is not active-623962;Lifecycle lookup mismatch-2;Balance_Type expired-26;Subscriber relation missing-1;,State,0,0
_pc_Mercury_PC,3012,139423,182986,121525,123403,3012:or:3#4#5#6:::;,18647,62246,749,2663,,Periodic Charge is not active-120753;Service class Ignored-22;Lifecycle lookup mismatch-1;Balance_Type match condition failed-742;Balance_Type expired-7;,State,0,0
_pc_Mercury_PC,3012,139423,182986,121525,123403,3012:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-120753;Service class Ignored-22;Lifecycle lookup mismatch-1;Balance_Type match condition failed-742;Balance_Type expired-7;,State,0,0
NPPTracker,3368,18325,26045,18325,26045,3368:::::;,0,0,0,0,,Balance_Type expired-188;Balance_Type lookup failed-18137;,Units,0,0
_pc_PC_Tourist_ActNotif,3053,1485,8826,1485,8826,3053:::::;,1485,8826,1485,8826,,Balance_Type Ignored-1448;Lifecycle lookup mismatch-5;Subscriber relation missing-32;,State,0,0
NPPLifeCount,3369,18325,26189,18325,26189,3369:::::;,0,0,0,0,,Balance_Type expired-188;Balance_Type lookup failed-18137;,Units,0,0
_pc_EntBISSocial_PC,840,69,359,11,11,840:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-11;,State,0,0
_pc_EntBISSocial_PC,840,69,359,11,11,840:or:3#4#5#6:::;,58,348,0,0,,Periodic Charge is not active-11;,State,0,0
CCFreeActivation,579,58542,99057,58542,99057,579:::::;,0,0,0,0,,Balance_Type lookup failed-58542;,Units,0,0
OOC Credit,1792,2344528,6672724209,1913131,21520,1792:>=:1:::;,431399,6672724209,2,21520,,Lifecycle lookup mismatch-4;Balance_Type match condition failed-1913123;Subscriber relation missing-4;,Cash,0,0
_pc_DataBundle4GB,539,1,6,1,6,539:::::;,0,0,0,0,,Service class Ignored-1;,State,0,0
ChatnCall Voice,1752,597490,75251072,594145,2560000,1752:>=:-99999999:::;,597490,70064948,594145,-4187216,;3034-110;,Lifecycle lookup mismatch-2;Balance_Type match condition failed-594031;Balance_Type expired-112;,Time,0,0
OOC Tracker,1793,1010599,53173025950,582282,61258500,1793:>=:1:::;,428632,53173025950,315,61258500,,Lifecycle lookup mismatch-4;Balance_Type match condition failed-581295;Balance_Type expired-983;,Cash,0,0
ChatnCall CUG Voice,1753,598134,634829100,594741,31162300,1753:>=:-99999999:::;,598134,635402968,594741,29733800,;3034-157;,Lifecycle lookup mismatch-2;Balance_Type match condition failed-594564;Balance_Type expired-175;,Time,0,0
_pc_PAYGMetDataBenefit_RecoPC,1712,37,37,37,37,1712:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-37;,State,0,0
_pc_PAYGMetDataBenefit_RecoPC,1712,37,37,37,37,1712:or:3#4#5#6:::;PAYGMet-=-1,0,0,0,0,,Periodic Charge is not active-37;,State,0,0
ChatnCall SMS,1754,106800,17499,100682,871,1754:>=:-99999999:::;,106800,17497,100682,869,;3034-2888;,Lifecycle lookup mismatch-1;Balance_Type match condition failed-100289;Balance_Type expired-392;,Units,0,0
NPP Initial Flexi,1440,21684,59600,21683,0,1440:>=:1:::;,1,59600,0,0,,Balance_Type match condition failed-21683;,Time,0,0
ChatnCall CUG SMS,1755,106817,106960,100682,5395,1755:>=:-99999999:::;,106817,106960,100682,5395,;3034-2905;,Lifecycle lookup mismatch-1;Balance_Type match condition failed-100289;Balance_Type expired-392;,Units,0,0
NPP VP Flexi,1441,2009,176595700,1612,64900,1441:>=:-99999999:::;,2009,176595700,1612,64900,;3017-5;,Balance_Type match condition failed-1609;Balance_Type expired-3;,Time,0,0
ChatnCall Data,1756,598848,1638444544,595440,117582528,1756:>=:-99999999:::;,598848,-7037376256,595440,-8585004832,;3034-172;,Lifecycle lookup mismatch-2;Balance_Type match condition failed-595130;Balance_Type expired-308;,Data,-82240,0
NPP VP Data,1442,2021,95582160,1622,0,1442:>=:-99999999:::;,2021,95463288,1622,-118872,;3017-7;,Balance_Type match condition failed-1607;Balance_Type expired-15;,Data,0,0
Life Style Data,1757,18794,100858784,18628,16893472,1757:>=:-99999999:::;,18794,55382400,18628,-28582912,;5071-27;,Balance_Type match condition failed-18592;Balance_Type expired-36;,Data,0,0
NPP Social Data,1443,11988,7743014528,1688,231156976,1443:>=:-99999999:::;,11988,132241084237,1688,223696264,;3014-9908;,Balance_Type match condition failed-272;Balance_Type expired-1416;,Data,0,0
ChatnCall Status,1758,184016,95960,184016,95960,1758:=:1:::;,91528,91528,91528,91528,,NetworkBundle specific BT ignored-680;Lifecycle lookup mismatch-1;Balance_Type match condition failed-183139;Balance_Type expired-196;,Units,0,0
ChatnCall Status,1758,184016,95960,184016,95960,1758:or:2#3#4:::;,680,2332,680,2332,,NetworkBundle specific BT ignored-680;Lifecycle lookup mismatch-1;Balance_Type match condition failed-183139;Balance_Type expired-196;,Units,0,0
Life Style Status,1759,112142,111358,112142,111358,1759:or:2#3#4:::;,9,34,9,34,,NetworkBundle specific BT ignored-9;Balance_Type match condition failed-112133;,Units,0,0
Life Style Status,1759,112142,111358,112142,111358,1759:=:1:::;,111324,111324,111324,111324,,NetworkBundle specific BT ignored-9;Balance_Type match condition failed-112133;,Units,0,0
NPP Voice Daily Bundle,1444,235,400300,225,0,1444:>=:-99999999:::;,235,400300,225,0,;1131-2;,Balance_Type match condition failed-222;Balance_Type expired-3;,Time,0,0
NPP Voice Monthly Bundle,1445,70,1159500,52,0,1445:>=:-99999999:::;,70,1159500,52,0,;1132-1;,Balance_Type match condition failed-52;,Time,0,0
_pc_PAYGMetDataBenfit_PC,1487,355,365,353,353,1487:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-353;,State,0,0
_pc_PAYGMetDataBenfit_PC,1487,355,365,353,353,1487:or:3#4#5#6:::;PAYGMet-=-1,2,12,0,0,,Periodic Charge is not active-353;,State,0,0
NPP Data Daily Bundle,1446,1161,8769520,1102,1380576,1446:>=:-99999999:::;,1161,7331280,1102,-57664,;5060-14;,Balance_Type match condition failed-1026;Balance_Type expired-76;,Data,0,0
Tourist Flexi,1488,2086,19338000,925,1278000,1488:>=:1:::;,1247,19338000,86,1278000,,Lifecycle lookup mismatch-5;Balance_Type match condition failed-739;Balance_Type expired-135;Subscriber relation missing-46;,Time,0,0
NPP Data Monthly Bundle,1447,995,324132496,795,1791776,1447:>=:-99999999:::;,995,323859512,795,805864,;5066-33;,Balance_Type match condition failed-764;Balance_Type expired-31;,Data,0,0
NPP RGE Tracker,1448,108065,39187,0,0,1448:::::;,108065,39187,0,0,,,Units,0,0
Tourist Flexi SMS,1489,8373,0,8373,0,1489:>=:1:::;,0,0,0,0,,Balance_Type match condition failed-8372;Subscriber relation missing-1;,Units,0,0
NPP NoRGE Months,1449,107852,399533,0,0,1449:::::;,107852,399533,0,0,,,Units,0,0
OOC Limited,2792,4,0,4,0,2792:>=:1:::;,0,0,0,0,,Balance_Type match condition failed-4;,Cash,0,0
PGW Fraud Tracker New,2752,26622,17528611300,3129,1696785300,2752:>=:1:::;,26622,17528611300,3129,1696785300,,Service class Ignored-9;Lifecycle lookup mismatch-1;Balance_Type expired-3115;Subscriber relation missing-4;,Cash,0,0
NepalOfferActive,2712,119475,116113,3367,5,2712:>=:1:::;,116113,116113,5,5,,Lifecycle lookup mismatch-3;Balance_Type match condition failed-3338;Balance_Type expired-24;Subscriber relation missing-2;,Units,0,0
_pc_HardCapBMP100_PC,2440,342,2052,0,0,2440:or:3#4#5#6:::;,342,2052,0,0,,,State,0,0
_pc_HardCapBMP100_PC,2440,342,2052,0,0,2440:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_HardCapBMP200_PC,2441,141,846,0,0,2441:or:3#4#5#6:::;,141,846,0,0,,,State,0,0
_pc_HardCapBMP200_PC,2441,141,846,0,0,2441:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_HardCapBMP300_PC,2442,86,516,0,0,2442:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_HardCapBMP300_PC,2442,86,516,0,0,2442:or:3#4#5#6:::;,86,516,0,0,,,State,0,0
_pc_HardCapBMP400_PC,2443,12,72,0,0,2443:or:3#4#5#6:::;,12,72,0,0,,,State,0,0
_pc_HardCapBMP400_PC,2443,12,72,0,0,2443:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_HardCapCash_0_PC,2444,8153,48918,1,6,2444:or:3#4#5#6#7#8#9:::;,8153,48918,1,6,,Subscriber relation missing-1;,State,0,0
_pc_HardCapCash_50_PC,2445,28,168,0,0,2445:or:3#4#5#6#7#8#9:::;,28,168,0,0,,,State,0,0
_pc_HardCapCash_100_PC,2446,85,510,0,0,2446:or:3#4#5#6#7#8#9:::;,85,510,0,0,,,State,0,0
_pc_HardCapCash_150_PC,2447,12,72,0,0,2447:or:3#4#5#6#7#8#9:::;,12,72,0,0,,,State,0,0
_pc_HardCapCash_200_PC,2448,92,552,0,0,2448:or:3#4#5#6#7#8#9:::;,92,552,0,0,,,State,0,0
RoamDataDailyA_Purch_Rec,2175,662,66,596,0,2175:>:0:::;,66,66,0,0,,Balance_Type match condition failed-595;Balance_Type expired-1;,Units,0,0
InitialCreditTracker,1099,3999016,120264141,3998950,0,1099:>=:1:::;,66,120264141,0,0,,Service class Ignored-470;Lifecycle lookup mismatch-41784;Balance_Type match condition failed-3956499;Subscriber relation missing-197;,Units,0,0
RoamDataDailyA_Grace,2176,1941,3518,1779,3345,2176:=:1:::;,151,151,0,0,,Balance_Type match condition failed-1771;Balance_Type expired-8;,Units,0,0
RoamDataDailyA_Grace,2176,1941,3518,1779,3345,2176:=:2:::;,11,22,0,0,,Balance_Type match condition failed-1771;Balance_Type expired-8;,Units,0,0
InternationalMin2,1019,14862,37865977,14055,704800,1019:>=:1:::;,845,37865977,38,704800,,Balance_Type match condition failed-13899;Balance_Type expired-156;,Time,0,0
OneWayFnFCount,3440,619,619,437,437,3440:>=:1:::;,619,619,437,437,,Balance_Type expired-437;,Units,0,0
_pc_MercuryDaily_PC,3400,1271,4940,672,1346,3400:or:3#4#5#6:::;,601,3606,2,12,,Periodic Charge is not active-667;Balance_Type expired-3;Subscriber relation missing-2;,State,0,0
_pc_MercuryDaily_PC,3400,1271,4940,672,1346,3400:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-667;Balance_Type expired-3;Subscriber relation missing-2;,State,0,0
_pc_BndlDailyCtrl,3401,2226,2204,2226,2204,3401:::::;,0,0,0,0,,Balance_Type expired-22;Balance_Type lookup failed-2204;,State,0,0
StandaloneDataOptOut,3442,50,50,50,50,3442:::::;,0,0,0,0,,Balance_Type expired-38;Balance_Type lookup failed-12;,Units,0,0
MoviePassState,3402,107252,629055,106880,628144,3402:or:1#2#3:::;,372,911,0,0,,Balance_Type match condition failed-106879;Subscriber relation missing-1;,Units,0,0
MoviePassCount,3403,1214,1774,1090,1600,3403:or:1#2#3#4#5:::;,1214,1774,1090,1600,,Balance_Type match condition failed-375;Balance_Type expired-715;,Units,0,0
MoviePassTime,3404,2304,67614000,2183,43740000,3404:>=:0:::;,2119,67614000,1998,43740000,,Balance_Type match condition failed-1326;Balance_Type expired-857;,Time,0,0
MonthlyRecNew,3172,553878,560528,553878,560528,3172:::::;,553878,460304,553878,460304,,Balance_Type Ignored-553873;Lifecycle lookup mismatch-2;Subscriber relation missing-3;,Units,0,0
RoamMonthlyAPlusPurch,3132,5,1,4,0,3132:>:0:::;,1,1,0,0,,Balance_Type match condition failed-4;,Units,0,0
MoviePass2State,3406,66161,387611,65667,386340,3406:or:1#2#3:::;,494,1271,0,0,,Balance_Type match condition failed-65667;,Units,0,0
MoviePass2Count,3407,915,1581,762,1288,3407:or:1#2#3#4#5:::;,915,1581,762,1288,,Balance_Type match condition failed-203;Balance_Type expired-559;,Units,0,0
RoamDataMonthlyPlusA,3133,24,41943040,0,0,3133:>=:-99999999:::;,24,385801695,0,0,;5048-22;,,Cash,0,0
_pc_RoamDataMonthlyPlus_PC,3134,4,16,2,4,3134:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-2;,State,0,0
_pc_RoamDataMonthlyPlus_PC,3134,4,16,2,4,3134:or:3#4#5#6:::;,2,12,0,0,,Periodic Charge is not active-2;,State,0,0
MoviePass2Time,3408,1691,127992000,1455,40326000,3408:>=:0:::;,1572,127992000,1336,40326000,,Balance_Type match condition failed-859;Balance_Type expired-596;,Time,0,0
Daily Roaming Data GCC Plus,960,107,1487,106,0,960:>=:1:::;,1,1487,0,0,,Balance_Type match condition failed-106;,Cash,0,0
Daily Roaming Data ROW,961,36,0,36,0,961:::::;,36,-5567,36,-5567,,Balance_Type Ignored-36;,Cash,0,0
_pc_PPU_AB_PC,964,14440,14543,14422,14436,964:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-14416;Service class Ignored-6;,State,0,0
_pc_PPU_AB_PC,964,14440,14543,14422,14436,964:or:3#4#5#6:::;,18,107,0,0,,Periodic Charge is not active-14416;Service class Ignored-6;,State,0,0
_pc_PPU_C_PC,965,417,417,417,417,965:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-417;,State,0,0
_pc_PPU_C_PC,965,417,417,417,417,965:or:3#4#5#6:::;,0,0,0,0,,Periodic Charge is not active-417;,State,0,0
_pc_DataBndl40MBRec,966,425,1351,1,1,966:or:3#4#5#6:::;,421,1323,0,0,;91-3;,Periodic Charge is not active-1;,State,0,0
_pc_DataBndl40MBRec,966,425,1351,1,1,966:or:7#8#9:::;,3,27,0,0,;91-3;,Periodic Charge is not active-1;,State,0,0
_pc_DataBndl100MBRec,967,54,171,0,0,967:or:3#4#5#6:::;,54,171,0,0,,,State,0,0
_pc_DataBndl100MBRec,967,54,171,0,0,967:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_DataBndl25GBRec,968,237,751,3,3,968:or:7#8#9:::;,5,45,0,0,;91-5;,Periodic Charge is not active-3;,State,0,0
_pc_DataBndl25GBRec,968,237,751,3,3,968:or:3#4#5#6:::;,229,703,0,0,;91-5;,Periodic Charge is not active-3;,State,0,0
FaceValue,969,1082757,398450195300,16909,2662800000,969:>=:1:::;,1073333,398450195300,7485,2662800000,,Service class Ignored-108;Lifecycle lookup mismatch-5;Balance_Type match condition failed-9423;Balance_Type expired-7370;Subscriber relation missing-3;,Cash,0,0
Iphone4 Active,659,1,1,1,1,659:::::;,1,1,1,1,,Balance_Type Ignored-1;,Units,0,0
Grace,1872,3,0,3,0,1872:::::;,3,0,3,0,,Balance_Type Ignored-3;,Units,0,0
RGE Tracker,1873,18,18,18,18,1873:::::;,0,0,0,0,,Service class Ignored-7;Balance_Type lookup failed-11;,Units,0,0
RRMCState,1832,1060626,795040,25638,50815,1832:=:1:::;,496055,496055,4479,4479,,Service class Ignored-5;Lifecycle lookup mismatch-8;Balance_Type expired-25608;Subscriber relation missing-17;,Units,0,0
RRMCState,1832,1060626,795040,25638,50815,1832:=:5:::;,612,3060,0,0,,Service class Ignored-5;Lifecycle lookup mismatch-8;Balance_Type expired-25608;Subscriber relation missing-17;,Units,0,0
RRMCState,1832,1060626,795040,25638,50815,1832:=:0:::;,476457,0,4257,0,,Service class Ignored-5;Lifecycle lookup mismatch-8;Balance_Type expired-25608;Subscriber relation missing-17;,Units,0,0
RRMCState,1832,1060626,795040,25638,50815,1832:=:4:::;,45471,181884,6196,24784,,Service class Ignored-5;Lifecycle lookup mismatch-8;Balance_Type expired-25608;Subscriber relation missing-17;,Units,0,0
RRMCState,1832,1060626,795040,25638,50815,1832:=:2:::;,31528,63056,10578,21156,,Service class Ignored-5;Lifecycle lookup mismatch-8;Balance_Type expired-25608;Subscriber relation missing-17;,Units,0,0
RRMCState,1832,1060626,795040,25638,50815,1832:=:6:::;,6492,38952,4,24,,Service class Ignored-5;Lifecycle lookup mismatch-8;Balance_Type expired-25608;Subscriber relation missing-17;,Units,0,0
RRMCState,1832,1060626,795040,25638,50815,1832:=:3:::;,4011,12033,124,372,,Service class Ignored-5;Lifecycle lookup mismatch-8;Balance_Type expired-25608;Subscriber relation missing-17;,Units,0,0
InternationalMin,619,415,60100,414,0,619:>=:1:::;,1,60100,0,0,,Balance_Type match condition failed-414;,Time,0,0
RRMCMessageCont,1833,1188531,11736628,1188531,11736628,1833:::::;,1188531,11736628,1188531,11736628,,Service class Ignored-5;Balance_Type Ignored-1188524;Lifecycle lookup mismatch-2;,Units,0,0
Titanium Data,1875,945,0,945,0,1875:::::;,945,-230624,945,-230624,,Balance_Type Ignored-945;,Data,0,0
_pc_BCP2NatTopUp6_PC,1560,581,3301,37,37,1560:or:3#4#5#6:::;,544,3264,0,0,,Periodic Charge is not active-37;,State,0,0
_pc_BCP2NatTopUp6_PC,1560,581,3301,37,37,1560:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-37;,State,0,0
_pc_RRMCContReset_PC,1835,1175109,7048845,1175109,7048845,1835:or:3#4#5#6#7#8#9:::;,1174747,7048482,1174747,7048482,,Service class Ignored-1;Balance_Type Ignored-1175106;Lifecycle lookup mismatch-2;,State,0,0
_pc_BCP2NatTopUp7_PC,1561,12,62,2,2,1561:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-2;,State,0,0
_pc_BCP2NatTopUp7_PC,1561,12,62,2,2,1561:or:3#4#5#6:::;,10,60,0,0,,Periodic Charge is not active-2;,State,0,0
NPP VP1,1877,47,0,47,0,1877:::::;,47,0,47,0,,Balance_Type Ignored-47;,Units,0,0
NPP VP2,1878,22,0,22,0,1878:::::;,22,0,22,0,,Balance_Type Ignored-22;,Units,0,0
_pc_BCP2IDDTopUp1_PC,1563,17,52,10,10,1563:or:3#4#5#6:::;,7,42,0,0,,Periodic Charge is not active-10;,State,0,0
_pc_BCP2IDDTopUp1_PC,1563,17,52,10,10,1563:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-10;,State,0,0
_pc_BCP2IDDTopUp2_PC,1564,2,2,2,2,1564:or:3#4#5#6:::;,0,0,0,0,,Periodic Charge is not active-2;,State,0,0
_pc_BCP2IDDTopUp2_PC,1564,2,2,2,2,1564:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-2;,State,0,0
CVMPP,1290,59,0,59,0,1290:::::;,59,0,59,0,,Balance_Type Ignored-59;,Units,0,0
NPP VP3,1879,7,0,7,0,1879:::::;,7,0,7,0,,Balance_Type Ignored-7;,Units,0,0
_pc_BCP2IDDTopUp3_PC,1565,4,19,1,1,1565:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-1;,State,0,0
_pc_BCP2IDDTopUp3_PC,1565,4,19,1,1,1565:or:3#4#5#6:::;,3,18,0,0,,Periodic Charge is not active-1;,State,0,0
CVMCREDIT,1291,8,0,8,0,1291:::::;,8,0,8,0,,Balance_Type Ignored-8;,Units,0,0
GitexPromoData,1250,4744,0,4744,0,1250:::::;,4744,-22524553,4744,-22524553,,Balance_Type Ignored-4744;,Cash,0,0
_pc_RLHActive_PC,1210,2354,6035,2354,6035,1210:::::;,2354,6035,2354,6035,,Service class Ignored-1;Balance_Type Ignored-2353;,State,0,0
_pc_BCP2IDDTopUp5_PC,1567,1,1,1,1,1567:or:3#4#5#6:::;,0,0,0,0,,Periodic Charge is not active-1;,State,0,0
_pc_BCP2IDDTopUp5_PC,1567,1,1,1,1,1567:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-1;,State,0,0
_pc_RLHDeactivate_PC,1211,2354,9518,2354,9518,1211:::::;,2354,9518,2354,9518,,Service class Ignored-1;Balance_Type Ignored-2353;,State,0,0
_pc_CVMRENEWAL_PC,1293,156,156,156,156,1293:::::;,0,0,0,0,,Balance_Type lookup failed-156;,State,0,0
_pc_BCP2IDDTopUp6_PC,1568,2,2,2,2,1568:or:3#4#5#6:::;,0,0,0,0,,Periodic Charge is not active-2;,State,0,0
_pc_BCP2IDDTopUp6_PC,1568,2,2,2,2,1568:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-2;,State,0,0
_pc_PepsiMinRst_PC,1294,143607,143607,143607,143607,1294:::::;,0,0,0,0,,Subscriber relation missing-1;Balance_Type lookup failed-143606;,State,0,0
Pepsi Minutes,1299,143857,0,143857,0,1299:::::;,143857,-4746900,143857,-4746900,,Balance_Type Ignored-143856;Subscriber relation missing-1;,Time,0,0
